sum formula,Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,C,H,K,N,Na,O,S
C24 H36 N2 Na O3 S,455.233648,-1000.0,1201049,455.233885,0.237,0.521,24,36,0,2,1,3,1
C27 H35 O6     ,455.242465,-1000.0,856986,455.242815,0.35,0.769,27,35,0,0,0,6,0
C21 H40 N2 Na O5 S,455.255041,292.47,1239717,455.255014,-0.026,-0.058,21,40,0,2,1,5,1
C25 H40 N2 Na O2 S,455.270351,-1000.0,1673896,455.27027,-0.08,-0.176,25,40,0,2,1,2,1
C22 H44 N2 Na O4 S,455.291132,413.06,1048235,455.2914,0.268,0.589,22,44,0,2,1,4,1
C30 H40 Na O2  ,455.291674,-1000.0,1139387,455.292051,0.377,0.828,30,40,0,0,1,2,0
C31 H39 N2 O   ,455.306118,-1000.0,860578,455.30569,-0.428,-0.94,31,39,0,2,0,1,0
C26 H44 N2 Na O S,455.306612,144.23,3918509,455.306656,0.044,0.096,26,44,0,2,1,1,1
C31 H44 Na O   ,455.32797,-1000.0,1609409,455.328437,0.467,1.025,31,44,0,0,1,1,0
C27 H48 K N2 O ,455.339756,437.92,1223346,455.339822,0.066,0.146,27,48,1,2,0,1,0
C24 H47 N4 O2 S,455.341589,263.43,1053607,455.341424,-0.165,-0.361,24,47,0,4,0,2,1
C24 H52 K N2 O S,455.343107,173.42,13258435,455.343193,0.087,0.191,24,52,1,2,0,1,1
C17 H18 N3 O12 ,456.088727,-1000.0,864267,456.088499,-0.228,-0.499,17,18,0,3,0,12,0
C20 H30 N3 O9  ,456.197996,-1000.0,868146,456.197656,-0.34,-0.745,20,30,0,3,0,9,0
C24 H46 N3 O5  ,456.342728,-1000.0,1036134,456.343198,0.47,1.03,24,46,0,3,0,5,0
C27 H51 N3 Na O,456.392668,553.31,973648,456.392434,-0.234,-0.513,27,51,0,3,1,1,0
C23 H18 N2 Na O5 S,457.082454,329.14,902071,457.082864,0.41,0.896,23,18,0,2,1,5,1
C32 H34 Na O   ,457.250103,531.51,1104848,457.250186,0.083,0.182,32,34,0,0,1,1,0
C29 H38 Na O3  ,457.271081,-1000.0,958462,457.271316,0.235,0.514,29,38,0,0,1,3,0
C25 H42 N2 Na O2 S,457.285616,328.05,1001472,457.28592,0.304,0.665,25,42,0,2,1,2,1
C30 H42 K O    ,457.286424,452.38,3174400,457.286724,0.3,0.656,30,42,1,0,0,1,0
C30 H42 Na O2  ,457.307403,-1000.0,934873,457.307701,0.299,0.653,30,42,0,0,1,2,0
C31 H41 N2 O   ,457.32126,306.05,1186779,457.32134,0.08,0.176,31,41,0,2,0,1,0
C26 H46 N2 Na O S,457.322425,171.67,4227078,457.322306,-0.119,-0.261,26,46,0,2,1,1,1
C30 H53 N2 O   ,457.415666,346.92,1699861,457.415241,-0.426,-0.931,30,53,0,2,0,1,0
C23 H21 N3 Na O4 S,458.114135,-1000.0,877650,458.114498,0.363,0.792,23,21,0,3,1,4,1
C28 H44 N O4   ,458.326221,531.0,1558698,458.326485,0.265,0.577,28,44,0,1,0,4,0
C29 H48 N O3   ,458.362834,526.99,1042608,458.362871,0.037,0.08,29,48,0,1,0,3,0
C27 H56 N O4   ,458.420203,124.33,1564858,458.420386,0.182,0.398,27,56,0,1,0,4,0
C24 H15 N2 O8  ,459.082465,-1000.0,901348,459.082292,-0.173,-0.377,24,15,0,2,0,8,0
C31 H16 Na O3  ,459.098806,-1000.0,875751,459.099165,0.359,0.782,31,16,0,0,1,3,0
C17 H28 N2 Na O9 S,459.140607,-1000.0,870637,459.140772,0.165,0.36,17,28,0,2,1,9,1
C16 H31 N2 O13 ,459.182501,-1000.0,1336744,459.182065,-0.436,-0.949,16,31,0,2,0,13,0
C25 H31 O8     ,459.201612,-1000.0,976299,459.201344,-0.268,-0.583,25,31,0,0,0,8,0
C32 H36 Na O   ,459.265799,-1000.0,1701120,459.265836,0.038,0.082,32,36,0,0,1,1,0
C25 H44 N2 Na O2 S,459.301645,326.24,924088,459.301571,-0.075,-0.163,25,44,0,2,1,2,1
C30 H44 K O    ,459.302258,127.92,4484358,459.302374,0.116,0.253,30,44,1,0,0,1,0
C30 H44 Na O2  ,459.323331,-1000.0,1171789,459.323351,0.021,0.045,30,44,0,0,1,2,0
C26 H48 N2 Na O S,459.338218,503.66,1167805,459.337956,-0.262,-0.571,26,48,0,2,1,1,1
C29 H56 K O    ,459.396206,322.82,1975572,459.396274,0.068,0.149,29,56,1,0,0,1,0
C28 H59 O2 S   ,459.422621,365.65,931165,459.423029,0.408,0.887,28,59,0,0,0,2,1
C27 H59 N2 O3  ,459.452198,-1000.0,925644,459.45202,-0.178,-0.387,27,59,0,2,0,3,0
C24 H11 K N3 O3 S,460.01532,266.19,936472,460.01527,-0.05,-0.108,24,11,1,3,0,3,1
C20 H23 N Na O8 S,460.103602,-1000.0,937508,460.103659,0.056,0.122,20,23,0,1,1,8,1
C28 H46 N O4   ,460.342225,514.81,1412514,460.342135,-0.09,-0.195,28,46,0,1,0,4,0
C27 H51 N Na O3,460.375704,574.8,932345,460.376115,0.411,0.892,27,51,0,1,1,3,0
C29 H50 N O3   ,460.378577,515.68,1351080,460.378521,-0.056,-0.121,29,50,0,1,0,3,0
C28 H50 N3 O2  ,460.389386,527.43,914857,460.389754,0.368,0.8,28,50,0,3,0,2,0
C30 H14 Na O4  ,461.078384,-1000.0,939686,461.07843,0.046,0.1,30,14,0,0,1,4,0
C31 H17 N4 O   ,461.139627,-1000.0,968367,461.139688,0.06,0.131,31,17,0,4,0,1,0
C23 H34 K O7   ,461.194032,395.67,875043,461.193611,-0.421,-0.912,23,34,1,0,0,7,0
C28 H33 N2 O2 S,461.225342,161.57,2208388,461.225726,0.384,0.833,28,33,0,2,0,2,1
C27 H38 N2 Na O3,461.277328,423.36,907916,461.277464,0.135,0.294,27,38,0,2,1,3,0
C32 H38 Na O   ,461.281731,-1000.0,2504241,461.281487,-0.245,-0.53,32,38,0,0,1,1,0
C25 H46 K N2 O S,461.296378,359.62,1130035,461.296243,-0.135,-0.292,25,46,1,2,0,1,1
C21 H41 N4 O7  ,461.297181,518.28,1147443,461.296976,-0.205,-0.445,21,41,0,4,0,7,0
C25 H46 N2 Na O2 S,461.317165,352.72,1420854,461.317221,0.056,0.121,25,46,0,2,1,2,1
C30 H46 K O    ,461.318192,271.95,9408054,461.318024,-0.168,-0.365,30,46,1,0,0,1,0
C26 H46 Na O5  ,461.323927,581.12,896567,461.323745,-0.182,-0.394,26,46,0,0,1,5,0
C22 H45 N4 O6  ,461.332994,513.0,839369,461.333362,0.368,0.798,22,45,0,4,0,6,0
C24 H49 N2 O4 S,461.340279,388.03,889546,461.340756,0.477,1.034,24,49,0,2,0,4,1
C26 H50 N2 Na O S,461.353235,420.15,1022667,461.353606,0.371,0.804,26,50,0,2,1,1,1
C23 H49 N4 O5  ,461.369706,574.34,1240638,461.369747,0.041,0.089,23,49,0,4,0,5,0
C31 H50 Na O   ,461.375623,557.61,1075775,461.375387,-0.236,-0.512,31,50,0,0,1,1,0
C28 H54 Na O S ,461.379239,520.68,1060415,461.378758,-0.481,-1.042,28,54,0,0,1,1,1
C28 H61 O2 S   ,461.438371,388.41,921160,461.438679,0.308,0.668,28,61,0,0,0,2,1
C23 H9 K N3 O6 ,462.012688,-1000.0,873220,462.012293,-0.395,-0.854,23,9,1,3,0,6,0
C23 H21 N Na O6 S,462.097864,-1000.0,937644,462.098179,0.315,0.681,23,21,0,1,1,6,1
C21 H45 N Na O6 S,462.286091,-1000.0,896841,462.28598,-0.111,-0.24,21,45,0,1,1,6,1
C26 H49 N Na O4,462.355804,468.16,902994,462.35538,-0.425,-0.919,26,49,0,1,1,4,0
C28 H48 N O4   ,462.358165,612.11,1285949,462.357785,-0.379,-0.82,28,48,0,1,0,4,0
C32 H48 N O    ,462.372933,492.67,975679,462.373042,0.108,0.234,32,48,0,1,0,1,0
C26 H56 N O5   ,462.41523,564.59,910150,462.4153,0.07,0.152,26,56,0,1,0,5,0
C21 H12 K O10  ,463.006683,-1000.0,871338,463.006204,-0.478,-1.033,21,12,1,0,0,10,0
C30 H16 K O S  ,463.054848,321.16,886589,463.055344,0.496,1.072,30,16,1,0,0,1,1
C30 H20 N2 Na O2,463.141297,449.69,876362,463.141699,0.401,0.867,30,20,0,2,1,2,0
C19 H36 Na O9 S,463.196826,-1000.0,900038,463.197225,0.399,0.861,19,36,0,0,1,9,1
C31 H31 N2 O2  ,463.237874,-1000.0,999373,463.238005,0.131,0.283,31,31,0,2,0,2,0
C28 H40 K O3   ,463.261311,387.66,1268689,463.260903,-0.408,-0.881,28,40,1,0,0,3,0
C20 H39 N4 O8  ,463.276594,447.04,910291,463.276241,-0.353,-0.763,20,39,0,4,0,8,0
C30 H48 K O    ,463.333488,239.91,1781718,463.333674,0.186,0.402,30,48,1,0,0,1,0
C29 H43 N4 O   ,463.34319,545.74,893801,463.343138,-0.052,-0.112,29,43,0,4,0,1,0
C26 H47 N4 O3  ,463.364632,500.66,1266540,463.364268,-0.364,-0.786,26,47,0,4,0,3,0
C28 H51 N2 O S ,463.371998,532.92,941933,463.371662,-0.336,-0.724,28,51,0,2,0,1,1
C33 H51 O      ,463.393248,575.28,1190769,463.393443,0.195,0.421,33,51,0,0,0,1,0
C27 H11 K N3 O S,464.025687,-1000.0,1044531,464.025441,-0.246,-0.531,27,11,1,3,0,1,1
C28 H15 N3 Na O S,464.083182,-1000.0,886745,464.082804,-0.378,-0.814,28,15,0,3,1,1,1
C22 H26 N O10  ,464.155623,543.5,934884,464.155122,-0.5,-1.078,22,26,0,1,0,10,0
C24 H34 N O6 S ,464.210632,-1000.0,907245,464.210135,-0.497,-1.07,24,34,0,1,0,6,1
C19 H39 N Na O8 S,464.229133,-1000.0,886862,464.228859,-0.274,-0.59,19,39,0,1,1,8,1
C26 H39 N3 Na O S,464.270981,-1000.0,991316,464.270605,-0.376,-0.81,26,39,0,3,1,1,1
C26 H42 N O6   ,464.301165,512.55,1416314,464.300664,-0.501,-1.079,26,42,0,1,0,6,0
C24 H50 N O5 S ,464.340876,529.18,943233,464.340421,-0.455,-0.98,24,50,0,1,0,5,1
C25 H54 N O4 S ,464.377035,598.23,1142790,464.376807,-0.229,-0.492,25,54,0,1,0,4,1
C27 H55 N Na O S,464.389215,475.52,1493000,464.389657,0.443,0.953,27,55,0,1,1,1,1
C29 H54 N O3   ,464.410316,528.61,1465484,464.409821,-0.495,-1.066,29,54,0,1,0,3,0
C28 H14 N2 Na O4,465.084562,318.83,958658,465.084578,0.016,0.034,28,14,0,2,1,4,0
C25 H25 N2 O5 S,465.147411,289.77,944330,465.14787,0.458,0.985,25,25,0,2,0,5,1
C26 H25 O8     ,465.154226,608.83,942204,465.154394,0.169,0.363,26,25,0,0,0,8,0
C31 H21 N4 O   ,465.1707,451.37,1025229,465.170988,0.288,0.619,31,21,0,4,0,1,0
C29 H25 N2 O4  ,465.180832,244.04,963713,465.180884,0.051,0.11,29,25,0,2,0,4,0
C28 H33 O4 S   ,465.209792,-1000.0,1128658,465.209407,-0.385,-0.827,28,33,0,0,0,4,1
C26 H38 K N2 O S,465.233607,338.67,1068307,465.233643,0.036,0.078,26,38,1,2,0,1,1
C31 H33 N2 O2  ,465.25373,-1000.0,1083532,465.253655,-0.076,-0.162,31,33,0,2,0,2,0
C28 H42 K O3   ,465.277034,444.74,1140879,465.276553,-0.481,-1.033,28,42,1,0,0,3,0
C25 H41 N2 O4 S,465.277852,486.13,919695,465.278155,0.304,0.653,25,41,0,2,0,4,1
C23 H45 O9     ,465.305326,666.64,974995,465.305809,0.484,1.039,23,45,0,0,0,9,0
C34 H41 O      ,465.314763,641.57,964757,465.315192,0.429,0.922,34,41,0,0,0,1,0
C28 H46 N2 Na O2,465.344874,521.53,876697,465.345149,0.275,0.591,28,46,0,2,1,2,0
C30 H50 K O    ,465.349823,405.05,931045,465.349324,-0.499,-1.071,30,50,1,0,0,1,0
C28 H53 N2 O3  ,465.405242,203.41,3186925,465.40507,-0.172,-0.37,28,53,0,2,0,3,0
C27 H53 N4 O2  ,465.416188,29.98,3612910,465.416303,0.115,0.247,27,53,0,4,0,2,0
C28 H57 N4 O   ,465.452205,414.49,885046,465.452689,0.484,1.04,28,57,0,4,0,1,0
C26 H9 N3 Na O3 S,466.025376,343.62,888212,466.025683,0.307,0.66,26,9,0,3,1,3,1
C28 H13 N Na O5,466.068577,-1000.0,1067272,466.068593,0.016,0.035,28,13,0,1,1,5,0
C15 H20 N3 O14 ,466.093969,-1000.0,1253706,466.093979,0.01,0.021,15,20,0,3,0,14,0
C32 H24 N3 O   ,466.191242,-1000.0,877850,466.191389,0.147,0.315,32,24,0,3,0,1,0
C26 H44 N O6   ,466.316585,620.32,891182,466.316315,-0.27,-0.58,26,44,0,1,0,6,0
C23 H28 N2 Na O5 S,467.161201,524.07,858586,467.161114,-0.087,-0.186,23,28,0,2,1,5,1
C18 H31 N2 O10 S,467.169275,247.32,1150427,467.169393,0.118,0.252,18,31,0,2,0,10,1
C26 H27 O8     ,467.169968,199.94,3051952,467.170044,0.076,0.163,26,27,0,0,0,8,0
C24 H35 O9     ,467.227611,-1000.0,2524760,467.227559,-0.052,-0.111,24,35,0,0,0,9,0
C27 H35 N2 O3 S,467.235878,-1000.0,1205850,467.236291,0.412,0.882,27,35,0,2,0,3,1
C27 H40 K O4   ,467.256321,-1000.0,1009245,467.255818,-0.503,-1.077,27,40,1,0,0,4,0
C24 H39 N2 O5 S,467.257298,-1000.0,1128029,467.25742,0.122,0.26,24,39,0,2,0,5,1
C28 H39 N2 O2 S,467.272242,363.62,1421759,467.272676,0.434,0.929,28,39,0,2,0,2,1
C29 H43 N2 O S ,467.308552,363.71,4993477,467.309062,0.509,1.09,29,43,0,2,0,1,1
C25 H43 N2 O6  ,467.311397,218.79,2679278,467.311564,0.167,0.356,25,43,0,2,0,6,0
C26 H47 N2 O3 S,467.329719,350.37,4682184,467.330191,0.472,1.01,26,47,0,2,0,3,1
C24 H48 N2 Na O5,467.345117,491.88,1913291,467.345543,0.426,0.911,24,48,0,2,1,5,0
C32 H51 O2     ,467.387849,553.22,1080946,467.388357,0.509,1.088,32,51,0,0,0,2,0
C26 H56 N2 Na O3,467.418123,529.35,991702,467.418314,0.192,0.41,26,56,0,2,1,3,0
C24 H47 N Na O4 S,468.31195,447.61,2541321,468.311801,-0.149,-0.319,24,47,0,1,1,4,1
C28 H58 N3 O2  ,468.451895,20.75,15503988,468.452355,0.459,0.98,28,58,0,3,0,2,0
C16 H5 O17     ,468.952309,-1000.0,857804,468.952125,-0.184,-0.391,16,5,0,0,0,17,0
C19 H10 Na O11 S,468.983632,-1000.0,910199,468.983603,-0.029,-0.063,19,10,0,0,1,11,1
C17 H13 N2 O12 S,469.018249,-1000.0,951164,469.018371,0.123,0.262,17,13,0,2,0,12,1
C25 H25 O9     ,469.149431,-1000.0,1786590,469.149309,-0.123,-0.261,25,25,0,0,0,9,0
C17 H29 N2 O13 ,469.166669,609.84,873193,469.166415,-0.254,-0.541,17,29,0,2,0,13,0
C16 H34 N2 Na O10 S,469.182208,451.44,975587,469.182637,0.429,0.915,16,34,0,2,1,10,1
C32 H30 K O    ,469.192719,-1000.0,946073,469.192823,0.105,0.223,32,30,1,0,0,1,0
C24 H37 O7 S   ,469.225925,394.46,867057,469.225451,-0.474,-1.011,24,37,0,0,0,7,1
C24 H41 N2 O5 S,469.272956,429.34,965361,469.27307,0.114,0.244,24,41,0,2,0,5,1
C28 H41 N2 O2 S,469.288176,324.02,1935272,469.288326,0.15,0.32,28,41,0,2,0,2,1
C25 H45 N2 O4 S,469.309316,386.25,1533868,469.309456,0.14,0.297,25,45,0,2,0,4,1
C33 H41 O2     ,469.310438,528.68,871164,469.310107,-0.331,-0.706,33,41,0,0,0,2,0
C29 H45 N2 O S ,469.324408,348.41,8476590,469.324712,0.304,0.647,29,45,0,2,0,1,1
C23 H46 N2 Na O6,469.325321,420.65,1061631,469.324808,-0.513,-1.094,23,46,0,2,1,6,0
C26 H49 N2 O3 S,469.345472,420.91,1721084,469.345841,0.37,0.787,26,49,0,2,0,3,1
C24 H50 N2 Na O5,469.360847,375.38,3015423,469.361193,0.346,0.737,24,50,0,2,1,5,0
C27 H53 N2 O2 S,469.382065,431.72,897794,469.382227,0.161,0.344,27,53,0,2,0,2,1
C25 H54 N2 Na O4,469.39731,248.08,2687748,469.397579,0.269,0.573,25,54,0,2,1,4,0
C30 H54 Na O2  ,469.401978,504.85,959237,469.401602,-0.377,-0.802,30,54,0,0,1,2,0
C27 H20 N O5 S ,470.105381,-1000.0,888365,470.10567,0.289,0.615,27,20,0,1,0,5,1
C27 H24 N3 O3 S,470.15288,402.01,1065839,470.153289,0.409,0.869,27,24,0,3,0,3,1
C28 H49 N Na O S,470.342982,554.42,926613,470.342707,-0.274,-0.583,28,49,0,1,1,1,1
C26 H52 N3 O4  ,470.39501,536.62,972893,470.395234,0.224,0.476,26,52,0,3,0,4,0
C27 H56 N3 O S ,470.413562,443.29,883808,470.413861,0.299,0.635,27,56,0,3,0,1,1
C29 H60 N O S  ,470.438538,317.81,1009764,470.439013,0.475,1.009,29,60,0,1,0,1,1
C18 H8 K O11 S ,470.942207,-1000.0,941017,470.94189,-0.317,-0.672,18,8,1,0,0,11,1
C19 H28 Na O10 S,471.129303,197.33,1688590,471.129539,0.236,0.5,19,28,0,0,1,10,1
C28 H27 N2 O3 S,471.173799,117.35,11114715,471.17369,-0.108,-0.23,28,27,0,2,0,3,1
C36 H23 O      ,471.173825,232.05,16765972,471.174342,0.517,1.097,36,23,0,0,0,1,0
C27 H39 N2 O3 S,471.2675,339.23,942115,471.267591,0.091,0.193,27,39,0,2,0,3,1
C35 H35 O      ,471.267823,552.7,1041643,471.268242,0.419,0.89,35,35,0,0,0,1,0
C22 H39 N4 O7  ,471.28137,-1000.0,907271,471.281326,-0.044,-0.094,22,39,0,4,0,7,0
C24 H43 N2 O5 S,471.288773,334.85,951334,471.28872,-0.053,-0.112,24,43,0,2,0,5,1
C25 H43 O8     ,471.295435,461.98,941095,471.295245,-0.19,-0.403,25,43,0,0,0,8,0
C29 H40 N2 Na O2,471.298138,427.33,1070320,471.298199,0.062,0.131,29,40,0,2,1,2,0
C28 H43 N2 O2 S,471.303987,363.33,3152937,471.303976,-0.011,-0.023,28,43,0,2,0,2,1
C25 H47 N2 O4 S,471.325079,421.26,1188084,471.325106,0.027,0.057,25,47,0,2,0,4,1
C29 H47 N2 O S ,471.340369,240.2,10213622,471.340362,-0.008,-0.016,29,47,0,2,0,1,1
C24 H52 N2 Na O5,471.37686,533.5,2328829,471.376843,-0.016,-0.035,24,52,0,2,1,5,0
C27 H55 N2 O2 S,471.397829,425.38,1096759,471.397877,0.047,0.1,27,55,0,2,0,2,1
C29 H59 O2 S   ,471.422747,466.63,2210052,471.423029,0.282,0.598,29,59,0,0,0,2,1
C32 H26 N O S  ,472.173335,469.71,997550,472.172962,-0.373,-0.79,32,26,0,1,0,1,1
C23 H31 N Na O6 S,472.176422,394.03,2030721,472.17643,0.008,0.017,23,31,0,1,1,6,1
C25 H30 N O6 S ,472.179106,428.77,1008815,472.178835,-0.271,-0.573,25,30,0,1,0,6,1
C27 H31 N Na O3 S,472.191532,-1000.0,875697,472.191686,0.154,0.325,27,31,0,1,1,3,1
C20 H39 N3 Na O6 S,472.245179,-1000.0,996490,472.245178,-0.001,-0.003,20,39,0,3,1,6,1
C30 H43 N Na O2,472.318974,571.26,880788,472.3186,-0.373,-0.79,30,43,0,1,1,2,0
C29 H46 N O2 S ,472.324764,418.25,1320085,472.324377,-0.386,-0.818,29,46,0,1,0,2,1
C31 H47 N Na O ,472.355335,581.88,908490,472.354986,-0.349,-0.738,31,47,0,1,1,1,0
C19 H29 N4 O8 S,473.169997,212.99,2417991,473.170062,0.065,0.137,19,29,0,4,0,8,1
C22 H30 N2 Na O6 S,473.171695,152.32,3953928,473.171679,-0.016,-0.035,22,30,0,2,1,6,1
C30 H26 Na O4  ,473.172306,181.69,3967521,473.17233,0.024,0.051,30,26,0,0,1,4,0
C27 H41 N2 O3 S,473.283157,366.73,1516888,473.283241,0.084,0.177,27,41,0,2,0,3,1
C35 H37 O      ,473.283463,556.37,1933875,473.283892,0.429,0.907,35,37,0,0,0,1,0
C28 H45 N2 O2 S,473.31975,326.61,6591838,473.319626,-0.123,-0.261,28,45,0,2,0,2,1
C29 H49 N2 O S ,473.356337,226.04,7640420,473.356012,-0.326,-0.688,29,49,0,2,0,1,1
C27 H50 N2 Na O3,473.371876,551.18,1153601,473.371364,-0.512,-1.082,27,50,0,2,1,3,0
C28 H54 N2 Na O2,473.407939,98.51,8914216,473.40775,-0.189,-0.4,28,54,0,2,1,2,0
C27 H57 N2 O2 S,473.413863,36.58,14408264,473.413527,-0.337,-0.711,27,57,0,2,0,2,1
C28 H61 N2 O S ,473.449856,420.74,906610,473.449912,0.056,0.119,28,61,0,2,0,1,1
C31 H12 N3 O S ,474.069716,271.1,1256834,474.06956,-0.156,-0.329,31,12,0,3,0,1,1
C17 H25 K N O12,474.101318,363.64,886662,474.100833,-0.485,-1.023,17,25,1,1,0,12,0
C30 H20 N O5   ,474.133166,-1000.0,875995,474.133599,0.433,0.913,30,20,0,1,0,5,0
C16 H32 N3 O11 S,474.175112,435.55,970128,474.175206,0.095,0.2,16,32,0,3,0,11,1
C29 H32 N O3 S ,474.20969,-1000.0,1004948,474.209741,0.051,0.108,29,32,0,1,0,3,1
C27 H53 K N3 O ,474.382356,507.19,1065701,474.382021,-0.335,-0.706,27,53,1,3,0,1,0
C27 H56 N O5   ,474.415673,-1000.0,1128880,474.4153,-0.372,-0.785,27,56,0,1,0,5,0
C28 H60 N O2 S ,474.4344,397.44,923145,474.433928,-0.472,-0.995,28,60,0,1,0,2,1
C17 H8 K O12 S ,474.936584,-1000.0,901951,474.936805,0.221,0.465,17,8,1,0,0,12,1
C27 H27 N2 O4 S,475.168559,-1000.0,1399653,475.168605,0.046,0.097,27,27,0,2,0,4,1
C30 H28 Na O4  ,475.188497,297.33,951833,475.18798,-0.517,-1.089,30,28,0,0,1,4,0
C29 H40 K O S  ,475.243196,297.71,891761,475.243145,-0.051,-0.107,29,40,1,0,0,1,1
C34 H35 O2     ,475.263151,241.3,1146505,475.263157,0.005,0.011,34,35,0,0,0,2,0
C21 H44 K N2 O7,475.278399,381.76,1345163,475.27801,-0.389,-0.819,21,44,1,2,0,7,0
C27 H43 N2 O3 S,475.298652,305.48,1187470,475.298891,0.238,0.502,27,43,0,2,0,3,1
C35 H39 O      ,475.299512,105.41,3709818,475.299542,0.03,0.063,35,39,0,0,0,1,0
C23 H43 N2 O8  ,475.301891,-1000.0,900649,475.301393,-0.498,-1.047,23,43,0,2,0,8,0
C26 H43 N4 O2 S,475.310304,302.79,957994,475.310124,-0.18,-0.379,26,43,0,4,0,2,1
C25 H44 N2 Na O5,475.313915,476.16,907920,475.314243,0.328,0.69,25,44,0,2,1,5,0
C31 H43 N2 O2  ,475.332284,552.94,912255,475.331905,-0.379,-0.796,31,43,0,2,0,2,0
C28 H47 N2 O2 S,475.335677,155.19,6526612,475.335276,-0.4,-0.842,28,47,0,2,0,2,1
C22 H48 N2 Na O7,475.335824,71.74,7404416,475.335373,-0.452,-0.951,22,48,0,2,1,7,0
C33 H47 O2     ,475.357239,-1000.0,916355,475.357057,-0.182,-0.383,33,47,0,0,0,2,0
C28 H52 Na O4  ,475.375465,553.82,1277594,475.375781,0.316,0.665,28,52,0,0,1,4,0
C27 H55 O4 S   ,475.381838,481.55,1192839,475.381558,-0.281,-0.59,27,55,0,0,0,4,1
C29 H56 Na O S ,475.394575,88.21,228613008,475.394408,-0.167,-0.35,29,56,0,0,1,1,1
C27 H55 O6     ,475.398857,373.21,9557661,475.399316,0.459,0.966,27,55,0,0,0,6,0
C28 H51 N4 O2  ,475.401054,568.84,1128094,475.400653,-0.401,-0.843,28,51,0,4,0,2,0
C19 H7 K N3 O8 S,475.958521,321.02,925427,475.958543,0.023,0.048,19,7,1,3,0,8,1
C28 H14 N O7   ,476.076754,-1000.0,925688,476.076478,-0.275,-0.578,28,14,0,1,0,7,0
C29 H18 N O4 S ,476.095245,-1000.0,1141513,476.095106,-0.14,-0.293,29,18,0,1,0,4,1
C21 H31 K N3 O7,476.179834,-1000.0,889504,476.179358,-0.476,-0.999,21,31,1,3,0,7,0
C28 H27 N3 Na O3,476.194196,-1000.0,874146,476.194462,0.267,0.56,28,27,0,3,1,3,0
C25 H31 N3 Na O3 S,476.197431,317.28,891672,476.197834,0.403,0.846,25,31,0,3,1,3,1
C26 H51 N3 Na O3,476.382349,470.46,1142581,476.382263,-0.086,-0.181,26,51,0,3,1,3,0
C28 H10 K N2 O4,477.027441,-1000.0,927507,477.027215,-0.226,-0.475,28,10,1,2,0,4,0
C32 H13 O5     ,477.075378,-1000.0,933658,477.07575,0.372,0.779,32,13,0,0,0,5,0
C33 H14 N2 Na O,477.099764,-1000.0,1120029,477.099834,0.07,0.146,33,14,0,2,1,1,0
C31 H25 O3 S   ,477.151521,-1000.0,874276,477.151892,0.371,0.778,31,25,0,0,0,3,1
C29 H42 Na O2 S,477.279423,280.61,1140671,477.279772,0.349,0.732,29,42,0,0,1,2,1
C27 H45 N2 O3 S,477.31431,433.2,941248,477.314541,0.231,0.485,27,45,0,2,0,3,1
C30 H46 Na O S ,477.31583,393.05,2264256,477.316158,0.328,0.686,30,46,0,0,1,1,1
C28 H49 N2 O2 S,477.351001,366.78,1498310,477.350926,-0.075,-0.157,28,49,0,2,0,2,1
C28 H54 K O S  ,477.352241,347.3,2672586,477.352695,0.454,0.951,28,54,1,0,0,1,1
C26 H53 O7     ,477.379065,586.21,885710,477.37858,-0.484,-1.014,26,53,0,0,0,7,0
C31 H16 N3 O3  ,478.118755,-1000.0,932775,478.118618,-0.138,-0.288,31,16,0,3,0,3,0
C22 H40 N O8 S ,478.247377,-1000.0,909655,478.246915,-0.462,-0.966,22,40,0,1,0,8,1
C31 H44 N O S  ,478.313772,458.2,886722,478.313813,0.04,0.084,31,44,0,1,0,1,1
C27 H53 K N O S,478.347484,435.83,1235303,478.347944,0.461,0.963,27,53,1,1,0,1,1
C20 H8 Na O11 S,478.968185,-1000.0,954395,478.967953,-0.232,-0.485,20,8,0,0,1,11,1
C16 H15 O17    ,479.030039,-1000.0,890060,479.030375,0.336,0.701,16,15,0,0,0,17,0
C34 H39 O2     ,479.294054,-1000.0,1179893,479.294457,0.403,0.841,34,39,0,0,0,2,0
C29 H44 Na O2 S,479.295017,397.65,2274816,479.295423,0.405,0.845,29,44,0,0,1,2,1
C33 H44 Na O   ,479.328859,499.02,2787579,479.328437,-0.422,-0.88,33,44,0,0,1,1,0
C35 H43 O      ,479.331301,534.38,3149318,479.330842,-0.458,-0.956,35,43,0,0,0,1,0
C30 H48 Na O S ,479.331405,162.68,3754235,479.331808,0.403,0.84,30,48,0,0,1,1,1
C29 H48 N2 Na O2,479.360465,518.89,911883,479.360799,0.334,0.697,29,48,0,2,1,2,0
C28 H56 Na O2 S,479.38965,482.69,947727,479.389323,-0.327,-0.682,28,56,0,0,1,2,1
C31 H63 N2 O   ,479.493946,-1000.0,862306,479.493491,-0.455,-0.949,31,63,0,2,0,1,0
C28 H31 N3 Na O3,480.225931,-1000.0,857285,480.225763,-0.168,-0.35,28,31,0,3,1,3,0
C30 H35 N Na O S,480.233241,-1000.0,895174,480.233157,-0.084,-0.176,30,35,0,1,1,1,1
C32 H34 N O3   ,480.253579,620.05,878985,480.25332,-0.259,-0.539,32,34,0,1,0,3,0
C28 H50 N O3 S ,480.3501,500.62,909720,480.350592,0.492,1.025,28,50,0,1,0,3,1
